X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26
68,76,87,98,108,129,139,150,160,166,84,76,73,74,80,80,75,75,79,87,,67,74.8823529412,85.7205882353,96.5588235294,106.4117647059,127.1029411765,136.9558823529,147.7941176471,157.6470588235,163.5588235294,84,76,73,74,80,80,75,75,79,87
69,76,87,99,108,129,139,150,160,166,86,78,74,75,80,80,75,75,79,88,,67,73.7971014493,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,76.1860465116,72.2790697674,73.2558139535,78.1395348837,78.1395348837,73.2558139535,73.2558139535,77.1627906977,85.9534883721
69,76,87,99,109,128,138,149,159,165,86,78,74,75,80,81,76,76,80,89,,67,73.7971014493,84.4782608696,96.1304347826,105.8405797101,124.2898550725,134,144.6811594203,154.3913043478,160.2173913043,84,76.1860465116,72.2790697674,73.2558139535,78.1395348837,79.1162790698,74.2325581395,74.2325581395,78.1395348837,86.9302325581
69,77,87,98,108,129,138,148,158,164,83,76,73,75,80,80,76,75,78,86,,67,74.768115942,84.4782608696,95.1594202899,104.8695652174,125.2608695652,134,143.7101449275,153.4202898551,159.2463768116,84,76.9156626506,73.8795180723,75.9036144578,80.9638554217,80.9638554217,76.9156626506,75.9036144578,78.9397590361,87.0361445783
69,76,86,98,107,129,139,149,159,165,85,77,74,75,80,80,76,75,79,88,,67,73.7971014493,83.5072463768,95.1594202899,103.8985507246,125.2608695652,134.9710144928,144.6811594203,154.3913043478,160.2173913043,84,76.0941176471,73.1294117647,74.1176470588,79.0588235294,79.0588235294,75.1058823529,74.1176470588,78.0705882353,86.9647058824
69,76,86,98,108,128,138,149,159,165,86,78,74,75,80,80,76,76,80,89,,67,73.7971014493,83.5072463768,95.1594202899,104.8695652174,124.2898550725,134,144.6811594203,154.3913043478,160.2173913043,84,76.1860465116,72.2790697674,73.2558139535,78.1395348837,78.1395348837,74.2325581395,74.2325581395,78.1395348837,86.9302325581
69,76,86,97,107,130,139,150,159,165,84,77,73,74,79,78,74,73,77,85,,67,73.7971014493,83.5072463768,94.1884057971,103.8985507246,126.231884058,134.9710144928,145.652173913,154.3913043478,160.2173913043,84,77,73,74,79,78,74,73,77,85
69,76,86,97,107,129,139,149,159,165,84,76,73,74,79,79,74,74,77,85,,67,73.7971014493,83.5072463768,94.1884057971,103.8985507246,125.2608695652,134.9710144928,144.6811594203,154.3913043478,160.2173913043,84,76,73,74,79,79,74,74,77,85
69,76,87,98,107,129,139,149,159,166,83,75,72,74,79,79,74,73,76,84,,67,73.7971014493,84.4782608696,95.1594202899,103.8985507246,125.2608695652,134.9710144928,144.6811594203,154.3913043478,161.1884057971,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,79.9518072289,74.8915662651,73.8795180723,76.9156626506,85.0120481928
69,76,87,98,108,128,138,149,158,165,84,76,73,74,80,80,75,74,78,87,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,124.2898550725,134,144.6811594203,153.4202898551,160.2173913043,84,76,73,74,80,80,75,74,78,87
68,76,87,99,108,129,138,149,159,165,83,75,72,74,79,79,74,73,77,85,,67,74.8823529412,85.7205882353,97.5441176471,106.4117647059,127.1029411765,135.9705882353,146.8088235294,156.6617647059,162.5735294118,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,79.9518072289,74.8915662651,73.8795180723,77.9277108434,86.0240963855
69,76,87,98,107,129,138,149,159,165,84,76,73,74,79,79,75,74,78,86,,67,73.7971014493,84.4782608696,95.1594202899,103.8985507246,125.2608695652,134,144.6811594203,154.3913043478,160.2173913043,84,76,73,74,79,79,75,74,78,86
69,76,87,98,107,129,138,149,159,165,84,76,73,74,79,79,75,74,78,87,,67,73.7971014493,84.4782608696,95.1594202899,103.8985507246,125.2608695652,134,144.6811594203,154.3913043478,160.2173913043,84,76,73,74,79,79,75,74,78,87
68,76,86,98,108,129,138,149,159,165,84,76,73,74,79,79,75,74,78,87,,67,74.8823529412,84.7352941176,96.5588235294,106.4117647059,127.1029411765,135.9705882353,146.8088235294,156.6617647059,162.5735294118,84,76,73,74,79,79,75,74,78,87
69,76,87,98,107,130,139,150,159,166,82,75,72,73,78,78,73,72,76,84,,67,73.7971014493,84.4782608696,95.1594202899,103.8985507246,126.231884058,134.9710144928,145.652173913,154.3913043478,161.1884057971,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,79.9024390244,74.7804878049,73.756097561,77.8536585366,86.0487804878
69,77,87,98,108,128,137,148,158,165,84,77,74,75,80,80,76,75,79,87,,67,74.768115942,84.4782608696,95.1594202899,104.8695652174,124.2898550725,133.0289855072,143.7101449275,153.4202898551,160.2173913043,84,77,74,75,80,80,76,75,79,87
67,74,85,96,106,130,139,150,160,166,82,74,71,72,77,78,74,74,78,85,,67,74,85,96,106,130,139,150,160,166,84,75.8048780488,72.7317073171,73.756097561,78.8780487805,79.9024390244,75.8048780488,75.8048780488,79.9024390244,87.0731707317
66,73,84,95,106,130,140,151,161,167,81,72,69,70,75,74,71,70,73,82,,67,74.1060606061,85.2727272727,96.4393939394,107.6060606061,131.9696969697,142.1212121212,153.2878787879,163.4393939394,169.5303030303,84,74.6666666667,71.5555555556,72.5925925926,77.7777777778,76.7407407407,73.6296296296,72.5925925926,75.7037037037,85.037037037
66,74,85,97,107,130,141,152,162,168,82,74,71,73,78,77,73,71,74,83,,67,75.1212121212,86.2878787879,98.4696969697,108.6212121212,131.9696969697,143.1363636364,154.303030303,164.4545454545,170.5454545455,84,75.8048780488,72.7317073171,74.7804878049,79.9024390244,78.8780487805,74.7804878049,72.7317073171,75.8048780488,85.0243902439
67,74,86,97,108,129,140,151,161,168,83,75,72,74,79,78,74,72,75,84,,67,74,86,97,108,129,140,151,161,168,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,78.9397590361,74.8915662651,72.8674698795,75.9036144578,85.0120481928
66,74,86,97,108,129,140,151,161,168,82,75,73,75,79,78,74,73,75,83,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,76.8292682927,74.7804878049,76.8292682927,80.9268292683,79.9024390244,75.8048780488,74.7804878049,76.8292682927,85.0243902439
67,75,86,97,108,129,139,149,160,167,83,75,73,75,80,80,75,73,75,83,,67,75,86,97,108,129,139,149,160,167,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,80.9638554217,75.9036144578,73.8795180723,75.9036144578,84
67,75,86,98,109,128,139,150,160,167,83,75,73,76,80,81,76,74,76,83,,67,75,86,98,109,128,139,150,160,167,84,75.9036144578,73.8795180723,76.9156626506,80.9638554217,81.9759036145,76.9156626506,74.8915662651,76.9156626506,84
66,75,86,98,109,129,139,150,161,168,83,75,73,75,80,80,76,74,76,83,,67,76.1363636364,87.303030303,99.4848484848,110.6515151515,130.9545454545,141.1060606061,152.2727272727,163.4393939394,170.5454545455,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,80.9638554217,76.9156626506,74.8915662651,76.9156626506,84
66,74,86,97,108,128,139,150,161,168,83,76,74,76,80,80,76,74,76,84,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,129.9393939394,141.1060606061,152.2727272727,163.4393939394,170.5454545455,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,76.9156626506,85.0120481928
66,74,86,97,108,129,139,150,161,168,83,75,73,76,80,80,75,74,76,84,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,130.9545454545,141.1060606061,152.2727272727,163.4393939394,170.5454545455,84,75.9036144578,73.8795180723,76.9156626506,80.9638554217,80.9638554217,75.9036144578,74.8915662651,76.9156626506,85.0120481928
67,75,86,98,109,128,139,150,161,168,83,75,73,76,80,80,75,74,76,84,,67,75,86,98,109,128,139,150,161,168,84,75.9036144578,73.8795180723,76.9156626506,80.9638554217,80.9638554217,75.9036144578,74.8915662651,76.9156626506,85.0120481928
66,74,86,98,108,129,139,150,161,168,83,75,73,76,81,80,75,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,109.6363636364,130.9545454545,141.1060606061,152.2727272727,163.4393939394,170.5454545455,84,75.9036144578,73.8795180723,76.9156626506,81.9759036145,80.9638554217,75.9036144578,74.8915662651,76.9156626506,85.0120481928
67,75,86,98,109,128,139,150,161,168,83,76,74,76,80,80,76,74,77,84,,67,75,86,98,109,128,139,150,161,168,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,77.9277108434,85.0120481928
67,75,86,98,109,129,139,150,161,168,83,75,73,76,80,80,76,74,77,84,,67,75,86,98,109,129,139,150,161,168,84,75.9036144578,73.8795180723,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,77.9277108434,85.0120481928
66,74,86,98,109,129,140,151,161,168,83,76,74,76,80,80,76,74,76,84,,67,75.1212121212,87.303030303,99.4848484848,110.6515151515,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,76.9156626506,85.0120481928
66,74,86,97,109,129,140,151,161,168,84,76,74,76,80,80,76,74,77,85,,67,75.1212121212,87.303030303,98.4696969697,110.6515151515,130.9545454545,142.1212121212,153.2878787879,163.4393939394,170.5454545455,84,76,74,76,80,80,76,74,77,85
67,75,87,98,109,130,140,151,162,169,83,75,74,76,81,80,76,74,77,85,,67,75,87,98,109,130,140,151,162,169,84,75.9036144578,74.8915662651,76.9156626506,81.9759036145,80.9638554217,76.9156626506,74.8915662651,77.9277108434,86.0240963855
67,75,87,98,109,129,140,151,161,169,83,76,74,76,80,80,76,74,77,84,,67,75,87,98,109,129,140,151,161,169,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,77.9277108434,85.0120481928
67,76,88,99,110,129,140,151,162,169,83,76,74,76,81,80,76,74,77,85,,67,76,88,99,110,129,140,151,162,169,84,76.9156626506,74.8915662651,76.9156626506,81.9759036145,80.9638554217,76.9156626506,74.8915662651,77.9277108434,86.0240963855
67,75,87,98,110,129,140,151,162,169,83,76,74,76,80,80,76,75,77,85,,67,75,87,98,110,129,140,151,162,169,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
67,76,87,99,110,129,140,151,162,169,83,76,74,76,80,80,76,74,77,85,,67,76,87,99,110,129,140,151,162,169,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,77.9277108434,86.0240963855
67,75,87,99,110,130,140,151,162,169,83,75,73,75,80,81,76,75,77,85,,67,75,87,99,110,130,140,151,162,169,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,81.9759036145,76.9156626506,75.9036144578,77.9277108434,86.0240963855
67,75,87,98,110,130,141,152,163,169,83,75,72,74,79,79,74,73,76,84,,67,75,87,98,110,130,141,152,163,169,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,79.9518072289,74.8915662651,73.8795180723,76.9156626506,85.0120481928
67,74,85,97,109,130,141,153,164,170,82,73,69,70,74,74,70,70,74,84,,67,74,85,97,109,130,141,153,164,170,84,74.7804878049,70.6829268293,71.7073170732,75.8048780488,75.8048780488,71.7073170732,71.7073170732,75.8048780488,86.0487804878
67,74,84,96,108,132,142,153,162,168,80,71,67,67,71,71,68,68,72,81,,67,74,84,96,108,132,142,153,162,168,84,74.55,70.35,70.35,74.55,74.55,71.4,71.4,75.6,85.05
69,77,87,98,108,133,142,152,162,168,80,72,69,71,76,77,72,71,75,82,,67,74.768115942,84.4782608696,95.1594202899,104.8695652174,129.1449275362,137.884057971,147.5942028986,157.3043478261,163.1304347826,84,75.6,72.45,74.55,79.8,80.85,75.6,74.55,78.75,86.1
70,78,88,99,108,132,141,151,161,167,82,75,72,73,78,79,74,73,76,84,,67,74.6571428571,84.2285714286,94.7571428571,103.3714285714,126.3428571429,134.9571428571,144.5285714286,154.1,159.8428571429,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,80.9268292683,75.8048780488,74.7804878049,77.8536585366,86.0487804878
70,77,87,98,108,131,141,151,161,167,82,75,72,73,78,78,74,73,76,84,,67,73.7,83.2714285714,93.8,103.3714285714,125.3857142857,134.9571428571,144.5285714286,154.1,159.8428571429,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,79.9024390244,75.8048780488,74.7804878049,77.8536585366,86.0487804878
70,78,89,100,109,131,140,151,160,167,83,75,73,74,80,80,75,75,78,85,,67,74.6571428571,85.1857142857,95.7142857143,104.3285714286,125.3857142857,134,144.5285714286,153.1428571429,159.8428571429,84,75.9036144578,73.8795180723,74.8915662651,80.9638554217,80.9638554217,75.9036144578,75.9036144578,78.9397590361,86.0240963855
70,77,88,99,108,131,140,151,161,167,83,75,72,73,79,79,74,74,77,85,,67,73.7,84.2285714286,94.7571428571,103.3714285714,125.3857142857,134,144.5285714286,154.1,159.8428571429,84,75.9036144578,72.8674698795,73.8795180723,79.9518072289,79.9518072289,74.8915662651,74.8915662651,77.9277108434,86.0240963855
70,77,87,98,107,131,140,150,160,167,82,75,72,73,78,79,74,73,76,83,,67,73.7,83.2714285714,93.8,102.4142857143,125.3857142857,134,143.5714285714,153.1428571429,159.8428571429,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,80.9268292683,75.8048780488,74.7804878049,77.8536585366,85.0243902439
70,77,88,99,108,131,140,151,161,167,82,74,72,73,78,79,74,73,77,85,,67,73.7,84.2285714286,94.7571428571,103.3714285714,125.3857142857,134,144.5285714286,154.1,159.8428571429,84,75.8048780488,73.756097561,74.7804878049,79.9024390244,80.9268292683,75.8048780488,74.7804878049,78.8780487805,87.0731707317
70,77,88,99,109,130,140,151,161,167,83,75,72,74,79,80,75,74,77,85,,67,73.7,84.2285714286,94.7571428571,104.3285714286,124.4285714286,134,144.5285714286,154.1,159.8428571429,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,80.9638554217,75.9036144578,74.8915662651,77.9277108434,86.0240963855
70,77,88,99,108,131,140,151,161,167,82,75,72,73,78,79,74,74,77,84,,67,73.7,84.2285714286,94.7571428571,103.3714285714,125.3857142857,134,144.5285714286,154.1,159.8428571429,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,80.9268292683,75.8048780488,75.8048780488,78.8780487805,86.0487804878
69,77,88,99,108,131,140,151,161,167,82,74,72,73,79,79,74,73,76,84,,67,74.768115942,85.4492753623,96.1304347826,104.8695652174,127.2028985507,135.9420289855,146.6231884058,156.3333333333,162.1594202899,84,75.8048780488,73.756097561,74.7804878049,80.9268292683,80.9268292683,75.8048780488,74.7804878049,77.8536585366,86.0487804878
70,77,88,99,108,130,140,151,161,167,82,75,72,73,78,79,74,73,77,85,,67,73.7,84.2285714286,94.7571428571,103.3714285714,124.4285714286,134,144.5285714286,154.1,159.8428571429,84,76.8292682927,73.756097561,74.7804878049,79.9024390244,80.9268292683,75.8048780488,74.7804878049,78.8780487805,87.0731707317
70,77,88,99,109,130,140,151,160,166,84,76,73,74,79,79,74,74,78,87,,67,73.7,84.2285714286,94.7571428571,104.3285714286,124.4285714286,134,144.5285714286,153.1428571429,158.8857142857,84,76,73,74,79,79,74,74,78,87
70,77,87,99,108,130,139,150,160,166,84,76,73,74,79,80,75,74,77,86,,67,73.7,83.2714285714,94.7571428571,103.3714285714,124.4285714286,133.0428571429,143.5714285714,153.1428571429,158.8857142857,84,76,73,74,79,80,75,74,77,86
69,77,87,99,108,129,139,150,160,166,83,75,72,74,79,80,75,74,77,85,,67,74.768115942,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,80.9638554217,75.9036144578,74.8915662651,77.9277108434,86.0240963855
69,76,87,99,109,130,139,150,160,166,83,75,72,74,79,79,74,73,76,84,,67,73.7971014493,84.4782608696,96.1304347826,105.8405797101,126.231884058,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,75.9036144578,72.8674698795,74.8915662651,79.9518072289,79.9518072289,74.8915662651,73.8795180723,76.9156626506,85.0120481928
69,76,87,98,108,129,139,150,160,166,82,75,72,74,79,80,75,74,77,85,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,125.2608695652,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,76.8292682927,73.756097561,75.8048780488,80.9268292683,81.9512195122,76.8292682927,75.8048780488,78.8780487805,87.0731707317
69,76,87,99,108,129,139,149,159,166,83,76,73,74,80,80,75,74,77,85,,67,73.7971014493,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134.9710144928,144.6811594203,154.3913043478,161.1884057971,84,76.9156626506,73.8795180723,74.8915662651,80.9638554217,80.9638554217,75.9036144578,74.8915662651,77.9277108434,86.0240963855
69,77,87,99,108,130,139,150,160,166,85,77,74,75,80,81,76,75,79,86,,67,74.768115942,84.4782608696,96.1304347826,104.8695652174,126.231884058,134.9710144928,145.652173913,155.3623188406,161.1884057971,84,76.0941176471,73.1294117647,74.1176470588,79.0588235294,80.0470588235,75.1058823529,74.1176470588,78.0705882353,84.9882352941
66,73,83,94,105,132,142,152,161,167,81,72,68,70,74,75,71,70,74,82,,67,74.1060606061,84.2575757576,95.4242424242,106.5909090909,134,144.1515151515,154.303030303,163.4393939394,169.5303030303,84,74.6666666667,70.5185185185,72.5925925926,76.7407407407,77.7777777778,73.6296296296,72.5925925926,76.7407407407,85.037037037
66,73,84,96,107,130,141,152,162,168,82,73,70,71,76,75,71,70,74,83,,67,74.1060606061,85.2727272727,97.4545454545,108.6212121212,131.9696969697,143.1363636364,154.303030303,164.4545454545,170.5454545455,84,74.7804878049,71.7073170732,72.7317073171,77.8536585366,76.8292682927,72.7317073171,71.7073170732,75.8048780488,85.0243902439
66,74,85,97,108,129,140,150,161,168,82,74,71,73,78,77,73,71,74,83,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,130.9545454545,142.1212121212,152.2727272727,163.4393939394,170.5454545455,84,75.8048780488,72.7317073171,74.7804878049,79.9024390244,78.8780487805,74.7804878049,72.7317073171,75.8048780488,85.0243902439
66,73,85,97,108,129,139,150,161,168,83,74,72,74,79,79,74,72,75,84,,67,74.1060606061,86.2878787879,98.4696969697,109.6363636364,130.9545454545,141.1060606061,152.2727272727,163.4393939394,170.5454545455,84,74.8915662651,72.8674698795,74.8915662651,79.9518072289,79.9518072289,74.8915662651,72.8674698795,75.9036144578,85.0120481928
66,73,85,97,108,128,139,151,162,169,83,75,73,75,80,80,74,73,76,84,,67,74.1060606061,86.2878787879,98.4696969697,109.6363636364,129.9393939394,141.1060606061,153.2878787879,164.4545454545,171.5606060606,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,80.9638554217,74.8915662651,73.8795180723,76.9156626506,85.0120481928
66,73,85,97,108,128,139,150,161,168,83,75,73,75,79,79,75,73,76,84,,67,74.1060606061,86.2878787879,98.4696969697,109.6363636364,129.9393939394,141.1060606061,152.2727272727,163.4393939394,170.5454545455,84,75.9036144578,73.8795180723,75.9036144578,79.9518072289,79.9518072289,75.9036144578,73.8795180723,76.9156626506,85.0120481928
65,73,85,97,108,128,139,150,161,167,83,75,73,75,80,80,75,74,76,85,,67,75.2461538462,87.6153846154,99.9846153846,111.3230769231,131.9384615385,143.2769230769,154.6153846154,165.9538461538,172.1384615385,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,80.9638554217,75.9036144578,74.8915662651,76.9156626506,86.0240963855
65,73,85,97,108,128,139,150,160,167,83,75,73,75,80,80,76,74,76,84,,67,75.2461538462,87.6153846154,99.9846153846,111.3230769231,131.9384615385,143.2769230769,154.6153846154,164.9230769231,172.1384615385,84,75.9036144578,73.8795180723,75.9036144578,80.9638554217,80.9638554217,76.9156626506,74.8915662651,76.9156626506,85.0120481928
65,73,85,97,108,128,138,149,160,166,83,76,74,76,80,80,76,74,77,85,,67,75.2461538462,87.6153846154,99.9846153846,111.3230769231,131.9384615385,142.2461538462,153.5846153846,164.9230769231,171.1076923077,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,74.8915662651,77.9277108434,86.0240963855
65,74,85,97,108,128,138,149,159,166,83,76,74,76,80,80,76,75,77,84,,67,76.2769230769,87.6153846154,99.9846153846,111.3230769231,131.9384615385,142.2461538462,153.5846153846,163.8923076923,171.1076923077,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,85.0120481928
65,73,85,97,108,128,138,149,159,166,83,76,74,76,80,80,76,75,77,85,,67,75.2461538462,87.6153846154,99.9846153846,111.3230769231,131.9384615385,142.2461538462,153.5846153846,163.8923076923,171.1076923077,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
66,74,85,97,108,128,138,149,159,166,83,76,74,76,80,80,76,75,77,84,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,85.0120481928
66,74,86,97,109,129,139,150,160,167,83,76,74,76,81,80,76,75,77,85,,67,75.1212121212,87.303030303,98.4696969697,110.6515151515,130.9545454545,141.1060606061,152.2727272727,162.4242424242,169.5303030303,84,76.9156626506,74.8915662651,76.9156626506,81.9759036145,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
66,74,85,97,108,128,138,149,159,166,83,76,74,76,80,80,76,75,77,85,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
66,74,85,97,108,128,138,149,159,166,83,76,74,76,80,80,76,75,77,85,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,140.0909090909,151.2575757576,161.4090909091,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
65,73,85,96,108,128,138,149,159,166,83,76,74,76,80,80,76,75,77,85,,67,75.2461538462,87.6153846154,98.9538461538,111.3230769231,131.9384615385,142.2461538462,153.5846153846,163.8923076923,171.1076923077,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
66,74,85,97,108,128,139,149,160,166,83,76,74,76,80,80,76,75,77,85,,67,75.1212121212,86.2878787879,98.4696969697,109.6363636364,129.9393939394,141.1060606061,151.2575757576,162.4242424242,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
66,75,86,97,108,128,139,149,159,166,83,76,74,76,81,80,76,75,78,85,,67,76.1363636364,87.303030303,98.4696969697,109.6363636364,129.9393939394,141.1060606061,151.2575757576,161.4090909091,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,81.9759036145,80.9638554217,76.9156626506,75.9036144578,78.9397590361,86.0240963855
66,74,86,97,108,128,139,149,160,166,83,76,74,76,81,80,76,75,77,85,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,129.9393939394,141.1060606061,151.2575757576,162.4242424242,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,81.9759036145,80.9638554217,76.9156626506,75.9036144578,77.9277108434,86.0240963855
66,74,86,97,108,127,138,148,159,166,83,76,74,76,81,81,77,75,77,85,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,128.9242424242,140.0909090909,150.2424242424,161.4090909091,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,81.9759036145,81.9759036145,77.9277108434,75.9036144578,77.9277108434,86.0240963855
66,74,86,97,108,128,139,149,160,166,83,76,74,76,80,80,76,75,78,85,,67,75.1212121212,87.303030303,98.4696969697,109.6363636364,129.9393939394,141.1060606061,151.2575757576,162.4242424242,168.5151515152,84,76.9156626506,74.8915662651,76.9156626506,80.9638554217,80.9638554217,76.9156626506,75.9036144578,78.9397590361,86.0240963855
67,75,86,98,109,128,138,149,159,166,83,76,74,76,81,81,76,75,77,85,,67,75,86,98,109,128,138,149,159,166,84,76.9156626506,74.8915662651,76.9156626506,81.9759036145,81.9759036145,76.9156626506,75.9036144578,77.9277108434,86.0240963855
65,73,84,96,107,129,139,150,160,166,83,75,72,73,78,78,74,73,77,85,,67,75.2461538462,86.5846153846,98.9538461538,110.2923076923,132.9692307692,143.2769230769,154.6153846154,164.9230769231,171.1076923077,84,75.9036144578,72.8674698795,73.8795180723,78.9397590361,78.9397590361,74.8915662651,73.8795180723,77.9277108434,86.0240963855
68,75,86,97,107,129,139,149,159,165,85,76,72,72,77,78,74,75,79,88,,67,73.8970588235,84.7352941176,95.5735294118,105.4264705882,127.1029411765,136.9558823529,146.8088235294,156.6617647059,162.5735294118,84,75.1058823529,71.1529411765,71.1529411765,76.0941176471,77.0823529412,73.1294117647,74.1176470588,78.0705882353,86.9647058824
69,77,87,98,107,129,138,149,158,164,83,75,71,72,78,79,75,75,79,88,,67,74.768115942,84.4782608696,95.1594202899,103.8985507246,125.2608695652,134,144.6811594203,153.4202898551,159.2463768116,84,75.9036144578,71.8554216867,72.8674698795,78.9397590361,79.9518072289,75.9036144578,75.9036144578,79.9518072289,89.0602409639
69,76,87,98,108,128,137,148,158,164,85,77,74,74,79,80,76,76,80,89,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,124.2898550725,133.0289855072,143.7101449275,153.4202898551,159.2463768116,84,76.0941176471,73.1294117647,73.1294117647,78.0705882353,79.0588235294,75.1058823529,75.1058823529,79.0588235294,87.9529411765
69,76,87,98,108,127,137,148,158,164,86,78,74,75,80,80,76,76,81,89,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,123.3188405797,133.0289855072,143.7101449275,153.4202898551,159.2463768116,84,76.1860465116,72.2790697674,73.2558139535,78.1395348837,78.1395348837,74.2325581395,74.2325581395,79.1162790698,86.9302325581
69,76,87,98,108,127,137,148,158,164,85,77,73,74,79,80,75,76,80,89,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,123.3188405797,133.0289855072,143.7101449275,153.4202898551,159.2463768116,84,76.0941176471,72.1411764706,73.1294117647,78.0705882353,79.0588235294,74.1176470588,75.1058823529,79.0588235294,87.9529411765
69,76,87,98,108,128,137,149,158,164,84,77,73,74,79,80,75,76,80,89,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,124.2898550725,133.0289855072,144.6811594203,153.4202898551,159.2463768116,84,77,73,74,79,80,75,76,80,89
69,76,87,98,108,128,138,149,158,164,84,76,73,73,78,79,75,75,80,89,,67,73.7971014493,84.4782608696,95.1594202899,104.8695652174,124.2898550725,134,144.6811594203,153.4202898551,159.2463768116,84,76,73,73,78,79,75,75,80,89
69,77,87,99,108,129,138,149,158,164,83,75,72,73,78,79,74,74,78,87,,67,74.768115942,84.4782608696,96.1304347826,104.8695652174,125.2608695652,134,144.6811594203,153.4202898551,159.2463768116,84,75.9036144578,72.8674698795,73.8795180723,78.9397590361,79.9518072289,74.8915662651,74.8915662651,78.9397590361,88.0481927711
