LipsUpperUp_L
0.00422685
0.000781573
0.00303957
0.00584087
0.00435506
0.00341269
0.00588142
0.00214721
0.000471242
0.00752089
0.0324612
0.0584523
0.0716024
0.0730962
0.0794641
0.0861739
0.0746024
0.0707207
0.0793359
0.0912323
0.110494
0.145588
0.195507
0.225629
0.229814
0.228155
0.226181
0.219831
0.214313
0.21724
0.231661
0.253159
0.279499
0.308202
0.330743
0.35261
0.370183
0.381234
0.389633
0.393473
0.391296
0.385019
0.377537
0.377091
0.377152
0.372315
0.36687
0.360948
0.359306
0.359154
0.353448
0.341208
0.331651
0.333625
0.343127
0.346607
0.344322
0.339378
0.336514
0.334762
0.330828
0.323015
0.316193
0.315022
0.315566
0.318343
0.320466
0.321888
0.318893
0.306599
0.292232
0.284763
0.281631
0.283722
0.291258
0.298647
0.305857
0.310485
0.313739
0.312844
0.30698
0.302564
0.298808
0.293379
0.285639
0.275674
0.269277
0.264449
0.259051
0.257262
0.258165
0.258923
0.260711
0.263605
0.257639
0.239605
0.210504
0.171996
0.123572
0.0757567
0.0424253
0.0181096
0.00370896
0.000171065
0
0
0
0
6.14577E-005
0.00134895
0.00691157
0.0184989
0.034081
0.0432749
0.0396434
0.0112373
0.000614706
0.00117722
0.00535788
0.0108911
0.0138146
0.01337
0.0230741
0.0533822
0.0984018
0.117322
0.122967
0.12688
0.134356
0.13699
0.132408
0.127086
0.134252
0.17022
0.23716
0.299383
0.335415
0.352046
0.361339
0.361282
0.346876
0.331026
0.318572
0.304564
0.285709
0.267985
0.262939
